86043 silly lifecycle find-up@2.1.0~preinstall: no script for preinstall, continuing
94043 verbose link bins   '/usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-datasource-juggler/node_modules/.bin',
94043 verbose link bins   false ]
94044 verbose linkMans strong-globalize@3.3.0
94045 silly gentlyRm /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-datasource-juggler/node_modules/.bin/slt-globalize is being purged
94046 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-datasource-juggler/node_modules/.bin/slt-globalize
94047 silly build strong-globalize@3.3.0
94048 info linkStuff strong-globalize@3.3.0
94049 silly linkStuff strong-globalize@3.3.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-connector/node_modules as its parent node_modules
94050 silly linkStuff strong-globalize@3.3.0 is part of a global install
94051 silly linkStuff strong-globalize@3.3.0 is installed into a global node_modules
94052 verbose linkBins strong-globalize@3.3.0
94053 verbose link bins [ { 'slt-globalize': './bin/slt-globalize.js' },
94053 verbose link bins   '/usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-connector/node_modules/.bin',
94053 verbose link bins   false ]
94054 verbose linkMans strong-globalize@3.3.0
94055 silly gentlyRm /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-connector/node_modules/.bin/slt-globalize is being purged
94056 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-connector/node_modules/.bin/slt-globalize
94057 silly build loopback-connector@4.4.0
94058 info linkStuff loopback-connector@4.4.0
94059 silly linkStuff loopback-connector@4.4.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
94060 silly linkStuff loopback-connector@4.4.0 is part of a global install
94061 silly linkStuff loopback-connector@4.4.0 is installed into a global node_modules
94062 verbose linkBins loopback-connector@4.4.0
94063 verbose linkMans loopback-connector@4.4.0
94064 silly build loopback-datasource-juggler@3.18.1
94065 info linkStuff loopback-datasource-juggler@3.18.1
94066 silly linkStuff loopback-datasource-juggler@3.18.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
94067 silly linkStuff loopback-datasource-juggler@3.18.1 is part of a global install
94068 silly linkStuff loopback-datasource-juggler@3.18.1 is installed into a global node_modules
94069 verbose linkBins loopback-datasource-juggler@3.18.1
94070 verbose linkMans loopback-datasource-juggler@3.18.1
94071 silly build loopback-connector-remote@3.3.1
94072 info linkStuff loopback-connector-remote@3.3.1
94073 silly linkStuff loopback-connector-remote@3.3.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
94074 silly linkStuff loopback-connector-remote@3.3.1 is part of a global install
94075 silly linkStuff loopback-connector-remote@3.3.1 is installed into a global node_modules
94076 verbose linkBins loopback-connector-remote@3.3.1
94077 verbose linkMans loopback-connector-remote@3.3.1
94078 silly build loopback@3.4.0
94079 info linkStuff loopback@3.4.0
94080 silly linkStuff loopback@3.4.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
94081 silly linkStuff loopback@3.4.0 is part of a global install
94082 silly linkStuff loopback@3.4.0 is installed into a global node_modules
94083 verbose linkBins loopback@3.4.0
94084 verbose linkMans loopback@3.4.0
94085 silly build loopback-connector-composer@0.19.1
94086 info linkStuff loopback-connector-composer@0.19.1
94087 silly linkStuff loopback-connector-composer@0.19.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
94088 silly linkStuff loopback-connector-composer@0.19.1 is part of a global install
94089 silly linkStuff loopback-connector-composer@0.19.1 is installed into a global node_modules
94090 verbose linkBins loopback-connector-composer@0.19.1
94091 verbose linkMans loopback-connector-composer@0.19.1
94092 silly build strong-globalize@3.3.0
94093 info linkStuff strong-globalize@3.3.0
94094 silly linkStuff strong-globalize@3.3.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-component-explorer/node_modules as its parent node_modules
94095 silly linkStuff strong-globalize@3.3.0 is part of a global install
94096 silly linkStuff strong-globalize@3.3.0 is installed into a global node_modules
94097 verbose linkBins strong-globalize@3.3.0
94098 verbose link bins [ { 'slt-globalize': './bin/slt-globalize.js' },
94098 verbose link bins   '/usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-component-explorer/node_modules/.bin',
94098 verbose link bins   false ]
94099 verbose linkMans strong-globalize@3.3.0
94100 silly gentlyRm /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-component-explorer/node_modules/.bin/slt-globalize is being purged
94101 verbose gentlyRm don't care about contents; nuking /usr/local/lib/node_modules/composer-rest-server/node_modules/loopback-component-explorer/node_modules/.bin/slt-globalize
94102 silly build loopback-component-explorer@5.2.0
94103 info linkStuff loopback-component-explorer@5.2.0
94104 silly linkStuff loopback-component-explorer@5.2.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
94105 silly linkStuff loopback-component-explorer@5.2.0 is part of a global install
94106 silly linkStuff loopback-component-explorer@5.2.0 is installed into a global node_modules
94107 verbose linkBins loopback-component-explorer@5.2.0
94108 verbose linkMans loopback-component-explorer@5.2.0
94109 silly build camelcase@4.1.0
94110 info linkStuff camelcase@4.1.0
94111 silly linkStuff camelcase@4.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/yargs-parser/node_modules as its parent node_modules
94112 silly linkStuff camelcase@4.1.0 is part of a global install
94113 silly linkStuff camelcase@4.1.0 is installed into a global node_modules
94114 verbose linkBins camelcase@4.1.0
94115 verbose linkMans camelcase@4.1.0
94116 silly build yargs-parser@8.1.0
94117 info linkStuff yargs-parser@8.1.0
94118 silly linkStuff yargs-parser@8.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
94119 silly linkStuff yargs-parser@8.1.0 is part of a global install
94120 silly linkStuff yargs-parser@8.1.0 is installed into a global node_modules
94121 verbose linkBins yargs-parser@8.1.0
94122 verbose linkMans yargs-parser@8.1.0
94123 silly build ansi-regex@3.0.0
94124 info linkStuff ansi-regex@3.0.0
94125 silly linkStuff ansi-regex@3.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/yargs/node_modules as its parent node_modules
94126 silly linkStuff ansi-regex@3.0.0 is part of a global install
94127 silly linkStuff ansi-regex@3.0.0 is installed into a global node_modules
94128 verbose linkBins ansi-regex@3.0.0
94129 verbose linkMans ansi-regex@3.0.0
94130 silly build is-fullwidth-code-point@2.0.0
94131 info linkStuff is-fullwidth-code-point@2.0.0
94132 silly linkStuff is-fullwidth-code-point@2.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/yargs/node_modules as its parent node_modules
94133 silly linkStuff is-fullwidth-code-point@2.0.0 is part of a global install
94134 silly linkStuff is-fullwidth-code-point@2.0.0 is installed into a global node_modules
94135 verbose linkBins is-fullwidth-code-point@2.0.0
94136 verbose linkMans is-fullwidth-code-point@2.0.0
94137 silly build os-locale@2.1.0
94138 info linkStuff os-locale@2.1.0
94139 silly linkStuff os-locale@2.1.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/yargs/node_modules as its parent node_modules
94140 silly linkStuff os-locale@2.1.0 is part of a global install
94141 silly linkStuff os-locale@2.1.0 is installed into a global node_modules
94142 verbose linkBins os-locale@2.1.0
94143 verbose linkMans os-locale@2.1.0
94144 silly build strip-ansi@4.0.0
94145 info linkStuff strip-ansi@4.0.0
94146 silly linkStuff strip-ansi@4.0.0 has /usr/local/lib/node_modules/composer-rest-server/node_modules/yargs/node_modules as its parent node_modules
94147 silly linkStuff strip-ansi@4.0.0 is part of a global install
94148 silly linkStuff strip-ansi@4.0.0 is installed into a global node_modules
94149 verbose linkBins strip-ansi@4.0.0
94150 verbose linkMans strip-ansi@4.0.0
94151 silly build string-width@2.1.1
94152 info linkStuff string-width@2.1.1
94153 silly linkStuff string-width@2.1.1 has /usr/local/lib/node_modules/composer-rest-server/node_modules/yargs/node_modules as its parent node_modules
94154 silly linkStuff string-width@2.1.1 is part of a global install
94155 silly linkStuff string-width@2.1.1 is installed into a global node_modules
94156 verbose linkBins string-width@2.1.1
94157 verbose linkMans string-width@2.1.1
94158 silly build yargs@10.0.3
94159 info linkStuff yargs@10.0.3
94160 silly linkStuff yargs@10.0.3 has /usr/local/lib/node_modules/composer-rest-server/node_modules as its parent node_modules
94161 silly linkStuff yargs@10.0.3 is part of a global install
94162 silly linkStuff yargs@10.0.3 is installed into a global node_modules
94163 verbose linkBins yargs@10.0.3
94164 verbose linkMans yargs@10.0.3
94165 silly build composer-rest-server@0.19.1
94166 info linkStuff composer-rest-server@0.19.1
94167 silly linkStuff composer-rest-server@0.19.1 has /usr/local/lib/node_modules as its parent node_modules
94168 silly linkStuff composer-rest-server@0.19.1 is part of a global install
94169 silly linkStuff composer-rest-server@0.19.1 is installed into a global node_modules
94170 silly linkStuff composer-rest-server@0.19.1 is installed into the top-level global node_modules
94171 verbose linkBins composer-rest-server@0.19.1
94172 verbose link bins [ { 'composer-rest-server': 'cli.js' }, '/usr/local/bin', true ]
94173 verbose linkMans composer-rest-server@0.19.1
94174 silly gentlyRm /usr/local/bin/composer-rest-server is being gently removed
94175 silly doSerial global-link 0
94176 silly doParallel update-linked 0
94177 silly doSerial install 939
94178 silly install @protobufjs/aspromise@1.1.2 /usr/local/lib/node_modules/.staging/@protobufjs/aspromise-fb167fba
94179 info lifecycle @protobufjs/aspromise@1.1.2~install: @protobufjs/aspromise@1.1.2
94180 silly lifecycle @protobufjs/aspromise@1.1.2~install: no script for install, continuing
94181 silly install @protobufjs/base64@1.1.2 /usr/local/lib/node_modules/.staging/@protobufjs/base64-3173b376
94182 info lifecycle @protobufjs/base64@1.1.2~install: @protobufjs/base64@1.1.2
94183 silly lifecycle @protobufjs/base64@1.1.2~install: no script for install, continuing
94184 silly install @protobufjs/codegen@1.0.8 /usr/local/lib/node_modules/.staging/@protobufjs/codegen-fa21002f
94185 info lifecycle @protobufjs/codegen@1.0.8~install: @protobufjs/codegen@1.0.8
94186 silly lifecycle @protobufjs/codegen@1.0.8~install: no script for install, continuing
94187 silly install @protobufjs/eventemitter@1.1.0 /usr/local/lib/node_modules/.staging/@protobufjs/eventemitter-472b2834
94188 info lifecycle @protobufjs/eventemitter@1.1.0~install: @protobufjs/eventemitter@1.1.0
94189 silly lifecycle @protobufjs/eventemitter@1.1.0~install: no script for install, continuing
94190 silly install @protobufjs/inquire@1.1.0 /usr/local/lib/node_modules/.staging/@protobufjs/inquire-8e66100c
94191 info lifecycle @protobufjs/inquire@1.1.0~install: @protobufjs/inquire@1.1.0
94192 silly lifecycle @protobufjs/inquire@1.1.0~install: no script for install, continuing
94193 silly install @protobufjs/fetch@1.1.0 /usr/local/lib/node_modules/.staging/@protobufjs/fetch-4c066fb8
94194 info lifecycle @protobufjs/fetch@1.1.0~install: @protobufjs/fetch@1.1.0
94195 silly lifecycle @protobufjs/fetch@1.1.0~install: no script for install, continuing
94196 silly install @protobufjs/path@1.1.2 /usr/local/lib/node_modules/.staging/@protobufjs/path-0efe46eb
94197 info lifecycle @protobufjs/path@1.1.2~install: @protobufjs/path@1.1.2
94198 silly lifecycle @protobufjs/path@1.1.2~install: no script for install, continuing
94199 silly install @protobufjs/pool@1.1.0 /usr/local/lib/node_modules/.staging/@protobufjs/pool-80cf6fd7
94200 info lifecycle @protobufjs/pool@1.1.0~install: @protobufjs/pool@1.1.0
94201 silly lifecycle @protobufjs/pool@1.1.0~install: no script for install, continuing
94202 silly install @protobufjs/utf8@1.1.0 /usr/local/lib/node_modules/.staging/@protobufjs/utf8-6c3a46ca
94203 info lifecycle @protobufjs/utf8@1.1.0~install: @protobufjs/utf8@1.1.0
94204 silly lifecycle @protobufjs/utf8@1.1.0~install: no script for install, continuing
94205 silly install @types/long@3.0.32 /usr/local/lib/node_modules/.staging/@types/long-3c5663b1
94206 info lifecycle @types/long@3.0.32~install: @types/long@3.0.32
94207 silly lifecycle @types/long@3.0.32~install: no script for install, continuing
94208 silly install @types/node@7.0.4 /usr/local/lib/node_modules/.staging/@types/node-b44b9d08
94209 info lifecycle @types/node@7.0.4~install: @types/node@7.0.4
94210 silly lifecycle @types/node@7.0.4~install: no script for install, continuing
94211 silly install a-sync-waterfall@1.0.0 /usr/local/lib/node_modules/.staging/a-sync-waterfall-769368c3
94212 info lifecycle a-sync-waterfall@1.0.0~install: a-sync-waterfall@1.0.0
94213 silly lifecycle a-sync-waterfall@1.0.0~install: no script for install, continuing
94214 silly install abbrev@1.1.1 /usr/local/lib/node_modules/.staging/abbrev-9d29cfad
94215 info lifecycle abbrev@1.1.1~install: abbrev@1.1.1
94216 silly lifecycle abbrev@1.1.1~install: no script for install, continuing
94217 silly install mime@1.2.11 /usr/local/lib/node_modules/.staging/mime-e83ce019
94218 info lifecycle mime@1.2.11~install: mime@1.2.11
94219 silly lifecycle mime@1.2.11~install: no script for install, continuing
94220 silly install negotiator@0.4.5 /usr/local/lib/node_modules/.staging/negotiator-19c7a0b7
94221 info lifecycle negotiator@0.4.5~install: negotiator@0.4.5
94222 silly lifecycle negotiator@0.4.5~install: no script for install, continuing
94223 silly install accepts@1.0.2 /usr/local/lib/node_modules/.staging/accepts-cf2c38f9
94224 info lifecycle accepts@1.0.2~install: accepts@1.0.2
94225 silly lifecycle accepts@1.0.2~install: no script for install, continuing
94226 silly install acorn@5.1.2 /usr/local/lib/node_modules/.staging/acorn-078a26f4
